FID,OID,DID,VAL
2293,441900,441500,39340
1041,360500,360800,39544
378,330500,320200,39558
1292,420200,360400,39644
393,330600,320500,39830
2226,441500,441900,39909
1760,430500,441900,39919
1066,360600,361000,39978
1774,430600,430700,40096
486,340100,310000,40104
2385,450300,440600,40262
2383,450300,440100,40317
2250,441700,442000,40404
1794,430700,430600,40410
1263,420100,411500,40435
1108,360800,361000,40777
1756,430500,440100,40863
2521,522600,430500,40880
428,330800,330200,40926
2249,441700,441900,40996
1904,431200,520600,41025
2362,445300,440300,41453
1278,420100,429005,41474
1831,430900,430300,41522
1104,360800,360500,41608
317,330100,331100,41641
1867,431100,440300,41738
2066,440400,441700,41863
591,340600,411400,41956
2100,440600,441700,41994
2002,440200,440300,42158
1801,430700,433100,42180
121,320300,371700,42196
2214,441400,441900,42437
1155,361000,360600,42608
1226,411400,320500,42712
88,320200,320800,42743
505,340100,341800,43016
97,320200,330500,43090
449,330900,330100,43399
2441,451100,441900,43683
729,341500,310000,43854
2107,440600,450400,43902
15,310000,321100,44105
2137,440800,441900,44519
2178,441200,440700,44615
2421,450800,442000,44644
2005,440200,441600,44650
787,341800,310000,44763
2232,441600,440200,44876
1658,430100,433100,44882
2333,442000,820000,45137
363,330400,320200,45152
1189,361100,361000,45162
321,330100,341000,45233
405,330700,310000,45265
2327,442000,441700,45415
1491,421200,421000,45443
1228,411400,340600,45448
2251,441700,445300,45628
1267,420100,420500,45647
909,350800,350100,45658
904,350700,350900,45976
940,350900,350700,46282
605,340700,341700,46442
2571,820000,442000,46494
1095,360700,445200,46607
149,320500,320700,46815
1209,371700,320300,46834
1014,360400,360200,46912
2200,441300,442000,47179
521,340200,340800,47205
795,341800,340100,47427
868,350500,350800,47522
1238,411500,420100,47864
56,320100,320700,47894
2170,440900,442000,47957
646,341000,340100,48152
1086,360700,440200,48183
2003,440200,440600,48232
255,321000,321300,48301
2176,441200,440300,48503
778,341700,340700,48570
2382,450300,431100,48593
1810,430800,430100,48680
52,320100,320300,48812
2434,451100,440100,48829
2438,451100,441200,48834
2255,441800,431000,48859
725,341300,341600,49045
1656,430100,431200,49112
2461,460100,440800,49134
2185,441200,450400,49215
901,350700,350400,49444
2290,441900,441200,49450
2279,441900,431100,49577
1400,420800,429005,49614
191,320600,320700,49755
2081,440500,441400,49806
780,341700,341000,49864
1126,360900,360400,49869
657,341000,361100,49914
1135,360900,430100,49918
2245,441700,440600,49946
763,341600,341300,49981
498,340100,341000,49986
733,341500,320500,50020
1652,430100,430800,50154
792,341800,330100,50203
1432,421000,421200,50312
715,341300,320500,50337
2358,445200,441900,50361
2095,440600,440900,50384
2324,442000,441300,50552
260,321100,310000,50574
2367,445300,441700,51069
1580,429005,420800,51266
2244,441700,440400,51386
374,330400,331000,51509
1172,361100,341000,51588
1576,429005,420100,51638
853,350400,350700,51642
664,341100,320500,51844
574,340500,341100,51893
1998,440200,360700,51930
1913,431300,430400,52096
1872,431100,450300,52185
288,321300,320200,52225
2007,440200,441900,52301
474,331100,330100,52401
627,340800,360400,52406
1951,440100,360700,52429
464,331000,330400,52589
616,340800,340200,52759
654,341000,341800,52778
1020,360400,360900,52791
1279,420100,429006,52995
676,341100,340500,53047
524,340200,341700,53052
1099,360800,350500,53106
398,330600,330500,53213
1905,431200,522600,53675
65,320100,340100,53718
723,341300,341100,53792
66,320100,340200,54189
2080,440500,441300,54255
1413,420900,420800,54516
1010,360400,340800,54666
1394,420800,420900,54962
1488,421200,420200,55208
2433,451100,431100,55315
1302,420200,421200,55362
2344,445100,441400,55590
2082,440500,441500,55640
1974,440100,441500,55722
638,341000,330100,55835
2131,440800,440300,55987
816,350200,350400,56134
1327,420500,420100,56257
1170,361100,331000,56391
1839,430900,431300,56440
775,341700,340200,56540
96,320200,330400,56752
2144,440800,460100,57081
382,330500,330200,57211
203,320700,320100,57450
1873,431100,451100,57457
1966,440100,440500,57855
2133,440800,440600,57874
501,340100,341300,58038
334,330200,330500,58147
2389,450400,440100,58147
1087,360700,440300,58252
799,341800,341000,58261
2029,440300,440500,58271
2392,450400,441200,58496
1918,431300,430900,58776
14,310000,321000,58861
511,340200,320100,58980
2400,450500,440800,59072
2368,445300,441900,59151
129,320400,320900,59185
2139,440800,450500,59190
2424,450900,440300,59298
1759,430500,441800,59344
1654,430100,431000,59532
1392,420800,420500,59568
2264,441800,441300,60291
1637,430100,360900,60366
1746,430500,430300,60393
1854,431000,440100,60518
1159,361000,361100,60608
948,360100,360200,60950
2205,441400,350800,60985
1799,430700,431200,61388
208,320700,320600,61601
111,320300,320500,61602
1866,431100,440100,61760
109,320300,320100,62066
349,330300,330600,62266
2215,441400,445100,62444
1205,371100,320700,62459
1847,431000,430200,62802
155,320500,321300,62960
1723,430400,440100,63383
385,330500,330600,63689
1347,420600,420500,63786
748,341500,411500,63876
2436,451100,440600,63919
1330,420500,420600,63970
2040,440300,441800,64033
1088,360700,440500,64060
2230,441600,360700,64065
1678,430200,431000,64286
2193,441300,440500,64309
296,321300,321000,64337
1768,430600,421200,64476
2256,441800,431100,64514
921,350800,441400,64614
2516,520600,431200,64630
2221,441500,440500,64780
2323,442000,441200,65029
916,350800,360700,65098
1497,421200,430600,65432
1419,420900,429004,65882
2206,441400,360700,66678
371,330400,330700,66731
2425,450900,440600,67005
228,320800,321200,67137
1074,360700,350800,67219
1421,420900,429006,67254
2393,450400,441900,67340
330,330200,320500,67577
1858,431000,441800,67794
1938,433100,430700,67970
2036,440300,441400,68091
1082,360700,361000,68150
2209,441400,440500,68304
600,340700,340200,68308
434,330800,331000,68615
207,320700,320500,68776
1332,420500,420800,68870
912,350800,350400,68932
1846,431000,430100,69020
2078,440500,440300,69293
742,341500,340800,69465
1092,360700,441600,69480
157,320500,330200,69609
396,330600,330300,69755
623,340800,341500,70124
215,320700,371100,70331
1587,429005,429004,70368
1237,411500,341500,70579
2033,440300,440900,70598
2522,522600,431200,70745
58,320100,320900,70786
220,320800,320300,71197
1973,440100,441400,71216
55,320100,320600,71698
854,350400,350800,71728
1981,440100,445200,71867
280,321200,320800,71995
1892,431200,430700,72174
520,340200,340700,72466
614,340800,330500,72471
23,310000,330600,72528
1566,429004,429005,73028
2218,441500,440100,73384
602,340700,340800,73530
1863,431100,430500,73995
2165,440900,440600,74058
391,330600,310000,74447
1236,411500,341200,74467
761,341600,341100,74921
504,340100,341700,75405
487,340100,320100,75562
788,341800,320100,76296
975,360200,360100,76476
1415,420900,421100,76486
354,330300,331100,76564
807,350100,350600,76578
2418,450800,440600,76762
632,340800,421100,77422
2195,441300,441400,78030
234,320900,320400,78049
1976,440100,441700,78099
1476,421100,420900,78144
1946,433100,520600,78589
150,320500,320800,78967
1125,360900,360300,79000
2000,440200,431000,79444
1598,429006,420900,79630
79,320100,341800,79720
2181,441200,441900,79898
1507,421300,420600,80114
244,321000,310000,80122
620,340800,340700,80470
1975,440100,441600,80504
707,341200,411500,80531
153,320500,321100,80785
232,320900,320100,81062
219,320800,320200,81168
1460,421100,340800,81570
2142,440800,450900,81689
1593,429006,420100,82094
1859,431000,441900,82130
2426,450900,440800,82167
1349,420600,420800,82228
1393,420800,420600,82230
1353,420600,421300,82446
1560,429004,420900,83108
1969,440100,440800,83188
409,330700,330400,83240
849,350400,350200,83622
1665,430200,360300,83638
728,341300,411400,84360
424,330700,361100,84454
1107,360800,360900,84760
1042,360500,360900,85294
1673,430200,430400,85560
993,360300,360900,85778
997,360300,430200,85786
913,350800,350500,86034
1164,361100,330200,86152
553,340400,340300,86234
953,360100,360700,86726
1982,440100,445300,86895
560,340400,341600,87350
2077,440500,440100,87864
2202,441300,445200,88096
1091,360700,441400,88103
2391,450400,440600,88241
2365,445300,440900,88271
539,340300,340400,88278
1127,360900,360500,88512
2067,440400,441900,88962
877,350600,350100,88966
347,330300,330200,88988
1093,360700,441900,89469
2517,520600,433100,90147
264,321100,320500,90266
1697,430300,430400,90878
1230,411400,341300,90999
1714,430400,430500,91104
1855,431000,440200,91446
2336,445100,350600,91576
415,330700,331100,91743
332,330200,330300,91864
1186,361100,360600,91908
252,321000,320900,92412
1712,430400,430200,92558
2060,440400,440600,92733
815,350200,350300,92736
890,350600,445100,92860
2121,440700,440800,93000
480,331100,330700,93242
1184,361100,360400,93390
757,341600,340400,94196
1887,431200,430100,94977
2171,440900,445300,94986
1130,360900,360800,95012
767,341600,411600,95423
114,320300,320800,95528
790,341800,320400,96197
1429,421000,420800,96506
187,320600,320100,96854
429,330800,330300,97049
1067,360600,361100,97394
774,341700,340100,97562
1156,361000,360700,97754
1713,430400,430300,98992
996,360300,430100,99396
1395,420800,421000,99662
142,320400,341800,100240
766,341600,411400,100407
882,350600,350800,100560
127,320400,320600,100601
2231,441600,440100,100823
1196,370400,320300,101002
2239,441600,441900,101181
1249,411700,341200,101820
1231,411400,341600,101848
709,341200,411700,101972
249,321000,320600,102105
719,341300,340100,102555
2428,450900,441900,102631
152,320500,321000,102803
2247,441700,440800,103160
130,320400,321000,103271
2127,440700,445300,103338
291,321300,320500,103637
2294,441900,441600,104339
2074,440500,350600,104360
26,310000,330900,104593
546,340300,341600,104710
194,320600,321000,104927
1567,429004,429006,105168
2242,441700,440100,105404
1655,430100,431100,105625
1247,411600,341600,105704
301,321300,341300,105737
443,330800,361100,105906
1795,430700,430800,106196
2180,441200,441800,106476
2211,441400,441300,106752
2237,441600,441400,106790
444,330900,310000,106800
1561,429004,421000,107278
492,340100,340300,107900
2260,441800,440300,107924
2208,441400,440300,108491
2182,441200,442000,108952
1602,429006,429004,109302
1221,411300,420600,109821
1870,431100,441800,109860
1435,421000,429004,110358
2263,441800,441200,110396
118,320300,370400,110532
2355,445200,441400,111060
2044,440300,445200,111080
1022,360400,361100,111180
2213,441400,441600,111184
2354,445200,441300,111302
1346,420600,420300,111530
230,320800,341100,111637
2364,445300,440700,111912
954,360100,360800,111926
1816,430800,430700,111926
1343,420600,411300,112131
717,341300,321300,112316
1075,360700,360100,112667
239,320900,321000,112795
376,330500,310000,112856
205,320700,320300,113417
113,320300,320700,113465
887,350600,440500,113752
2122,440700,440900,113832
2361,445300,440100,114841
665,341100,320800,115028
1417,420900,421300,115534
476,331100,330300,115559
914,350800,350600,116264
1510,421300,420900,116696
1202,370800,320300,117161
1706,430300,431300,117318
119,320300,370800,118365
2194,441300,440600,118680
189,320600,320400,118972
2216,441400,445200,119690
1312,420300,420600,120080
834,350300,350200,120156
2136,440800,441700,120166
1072,360700,350500,120288
1970,440100,440900,120368
1752,430500,431100,120421
865,350500,350400,120550
1747,430500,430400,122020
2284,441900,440400,122159
1632,430100,360300,123970
22,310000,330500,124335
1753,430500,431200,124486
1207,371300,320300,124579
62,320100,321300,125096
805,350100,350400,125552
269,321100,321200,126643
1268,420100,420600,126912
2092,440600,440400,128200
2207,441400,440100,128379
537,340300,340100,128778
1860,431100,430100,129328
247,321000,320400,129432
222,320800,320500,129457
1165,361100,330300,129501
503,340100,341600,129532
820,350200,350800,129598
1785,430700,421000,130854
1163,361100,330100,131026
2134,440800,440700,131353
283,321200,321100,131596
756,341600,340300,131660
2174,440900,450900,131757
248,321000,320500,132192
2427,450900,440900,132698
1932,433100,430100,133127
1401,420800,429006,133590
1912,431300,430300,134800
2289,441900,440900,135331
309,330100,330300,135372
2350,445200,440100,135459
120,320300,371300,136051
1871,431100,441900,136369
1897,431200,433100,137012
1443,421000,430700,137324
808,350100,350700,137718
466,331000,330600,138104
1270,420100,420800,139028
390,330500,341800,139720
1597,429006,420800,139788
1026,360400,421100,140108
1337,420500,422800,141566
370,330400,330600,142038
346,330300,330100,142472
397,330600,330400,142968
1891,431200,430500,144088
16,310000,321200,144151
1344,420600,420100,145966
1465,421100,360400,146740
1767,430600,421000,147112
90,320200,321000,147486
1849,431000,430400,147922
589,340600,341600,149284
2351,445200,440300,149675
1101,360800,360100,150672
2097,440600,441300,151389
1939,433100,430800,152824
91,320200,321100,153024
259,321000,341100,153165
2118,440700,440300,153801
358,330300,350900,154016
89,320200,320900,154166
402,330600,331000,155100
759,341600,340600,155170
745,341500,341200,155442
1719,430400,431000,155592
1275,420100,421300,156676
814,350200,350100,156876
262,321100,320200,156916
61,320100,321200,157569
1085,360700,440100,157742
2259,441800,440200,157798
338,330200,330900,158481
350,330300,330700,159098
738,341500,340400,159198
666,341100,321000,160158
1442,421000,430600,160214
930,350900,330300,160582
408,330700,330300,160660
559,340400,341500,161166
450,330900,330200,161250
246,321000,320200,161974
1169,361100,330800,162210
2031,440300,440700,162302
274,321200,320100,163023
1942,433100,431200,163222
848,350400,350100,164506
2166,440900,440700,164918
2006,440200,441800,166434
1208,371300,320700,166834
803,350100,350200,167368
1720,430400,431100,167370
1381,420700,421100,168054
2124,440700,441700,170512
702,341200,341500,171338
1390,420800,420100,172022
2125,440700,441900,172070
314,330100,330800,172856
1914,431300,430500,173478
216,320700,371300,173730
13,310000,320900,174207
412,330700,330800,174422
1852,431000,431100,175418
720,341300,340300,175614
544,340300,341300,175774
1530,422800,420500,176888
1475,421100,420700,177366
557,340400,341200,178286
1864,431100,431000,178710
2163,440900,440300,178822
1436,421000,429005,179162
794,341800,330500,179262
233,320900,320200,179318
2229,441500,445200,179546
2356,445200,441500,179728
1301,420200,421100,180598
1754,430500,431300,180600
1582,429005,421000,180972
2287,441900,440700,181514
708,341200,411600,183649
1548,422800,500000,185040
898,350700,350100,185062
225,320800,320900,185900
1862,431100,430400,186136
1822,430800,433100,186250
2059,440400,440300,187160
910,350800,350200,187228
2296,441900,441800,187778
238,320900,320800,189980
273,321200,310000,190023
1505,421300,420100,190772
1246,411600,341200,190966
2246,441700,440700,191356
2105,440600,445300,192108
333,330200,330400,192424
1471,421100,420200,192642
336,330200,330700,194070
1080,360700,360800,195562
467,331000,330700,196894
1672,430200,430300,197218
1696,430300,430200,198884
224,320800,320700,199068
7,310000,320100,200073
694,341200,340400,200140
525,340200,341800,200422
287,321300,320100,201293
132,320400,321200,201926
2196,441300,441500,202930
796,341800,340200,203362
851,350400,350500,204412
316,330100,331000,204726
755,341600,340100,204896
1835,430900,430700,206762
209,320700,320800,207996
367,330400,330200,208444
2028,440300,440400,209090
1834,430900,430600,211792
2484,500000,422800,212099
212,320700,321300,213012
1265,420100,420200,213118
2248,441700,440900,213778
1776,430600,430900,214996
293,321300,320700,215026
779,341700,340800,215804
2038,440300,441600,215923
50,320100,310000,216466
624,340800,341700,217664
1796,430700,430900,217858
276,321200,320400,220478
87,320200,320600,221196
9,310000,320400,223192
2168,440900,441700,225098
1426,421000,420500,225144
123,320400,310000,226026
2360,445200,445100,226190
1334,420500,421000,226546
2219,441500,440300,226578
2347,445100,445200,227704
2223,441500,441300,228960
2037,440300,441500,229104
1963,440100,440200,229265
427,330800,330100,229582
2001,440200,440100,229996
1106,360800,360700,230234
2130,440800,440100,230462
493,340100,340400,231200
407,330700,330200,231492
980,360200,361100,233524
461,331000,330100,233586
188,320600,320200,236618
956,360100,361000,238086
2363,445300,440600,238700
231,320900,310000,239824
2233,441600,440300,240005
1297,420200,420100,243168
2061,440400,440700,243238
414,330700,331000,243888
1182,361100,360200,245924
1277,420100,429004,246286
2169,440900,441900,249692
306,330100,320500,252663
2119,440700,440400,252912
1657,430100,431300,253622
1168,361100,330700,253936
84,320200,320100,255226
551,340400,340100,255930
2071,440400,820000,257736
251,321000,320800,260976
866,350500,350600,262552
433,330800,330700,263604
500,340100,341200,263840
2266,441800,441900,267620
674,341100,340300,269908
51,320100,320200,270830
329,330200,310000,272325
2197,441300,441600,273922
2564,820000,440400,274023
226,320800,321000,276360
253,321000,321100,276578
2184,441200,445300,277922
491,340100,340200,279528
19,310000,330200,280450
881,350600,350500,287004
399,330600,330700,288874
1150,361000,360100,289454
1649,430100,430500,289776
1930,433100,422800,291218
542,340300,341100,291790
517,340200,340100,293544
1648,430100,430400,293698
268,321100,321000,294964
1554,429004,420100,296724
1547,422800,433100,300254
156,320500,330100,300848
2162,440900,440100,301422
2366,445300,441200,302128
339,330200,331000,303470
2058,440400,440100,304855
957,360100,361100,305474
864,350500,350300,306198
144,320500,320100,306424
2236,441600,441300,307236
151,320500,320900,310006
237,320900,320700,312624
54,320100,320500,312684
571,340500,340200,313990
519,340200,340500,315628
411,330700,330600,316858
2317,442000,440300,318603
1272,420100,421000,321164
806,350100,350500,321792
210,320700,320900,321840
57,320100,320800,323228
462,331000,330200,323694
1274,420100,421200,333430
1965,440100,440400,335076
950,360100,360400,335312
2042,440300,442000,336290
1910,431300,430100,338718
2329,442000,441900,342342
499,340100,341100,344016
1711,430400,430100,344280
1375,420700,420200,345248
353,330300,331000,345396
836,350300,350500,351716
862,350500,350100,353558
1651,430100,430700,357344
235,320900,320500,358628
672,341100,340100,359328
124,320400,320100,359946
1298,420200,420700,361950
463,331000,330300,362838
2297,441900,442000,364522
218,320800,320100,364804
804,350100,350300,365782
53,320100,320400,366862
1487,421200,420100,368612
691,341200,340100,373576
2101,440600,441800,383494
154,320500,321200,391580
1013,360400,360100,393838
384,330500,330400,397344
1744,430500,430100,402680
193,320600,320900,402858
369,330400,330500,404526
1181,361100,360100,407296
196,320600,321200,407718
236,320900,320600,409226
278,321200,320600,411440
833,350300,350100,412428
810,350100,350900,419404
1423,421000,420100,421362
1971,440100,441200,421452
277,321200,320500,423790
59,320100,321000,425496
2030,440300,440600,427500
497,340100,340800,431888
2261,441800,440600,431976
1269,420100,420700,434352
92,320200,321200,439246
245,321000,320100,439718
570,340500,340100,447974
1789,430700,430100,452438
335,330200,330600,452474
331,330200,330100,452486
1374,420700,420100,453796
308,330100,330200,454002
494,340100,340500,455856
2091,440600,440300,457476
722,341300,340600,459186
762,341600,341200,462552
703,341200,341600,464752
2175,441200,440100,466757
588,340600,341300,468376
241,320900,321200,468888
229,320800,321300,473150
395,330600,330200,475120
380,330500,320500,476457
275,321200,320200,478058
